테마분류,코스 아이디,관광지 아이디,지역 아이디,관광지명,경도(도),위도(도),코스순서,이동시간,실내구분,테마명
TH05,191,19101,4886037000,(산청)목면시배유지,127.957911,35.28992,1,0,실외,종교/역사/전통
TH05,191,19102,4886037001,(산청)성철대종사생가(터) ,127.968145,35.279455,2,2,실외,종교/역사/전통
TH02,191,19103,4886036002,(산청)양수발전소,127.780262,35.256235,3,4,실외,체험/학습/산업
TH03,191,19104,4886036003,(산청)중산리계곡,127.750543,35.303838,4,7,실외,자연/힐링
TH05,191,19105,4886036002,(산청)지리산 빨치산 토벌전시관,127.754046,35.292272,5,10,실내,종교/역사/전통
TH05,192,19201,4825052000,(김해)수로왕릉,128.878365,35.235306,1,0,실외,종교/역사/전통
TH05,192,19202,4825055000,(김해)국립김해박물관,128.873502,35.242827,2,1,실내,종교/역사/전통
TH05,192,19203,4825036000,(김해)은하사,128.91232,35.265334,3,2,실외,종교/역사/전통
TH02,192,19204,4825000004,(김해)김해천문대,128.88734,35.252784,4,3,실외,체험/학습/산업
TH05,192,19205,4833034003,(양산)통도사,129.06508,35.487947,5,4,실외,종교/역사/전통
TH06,192,19206,4833034005,(양산)통도환타지아,129.089872,35.492361,6,7,실외,쇼핑/놀이
TH03,192,19207,4827035003,(밀양)얼음골,128.985792,35.58025,7,7,실외,자연/힐링
TH05,192,19208,4827035001,(밀양)표충사 ,128.959754,35.533038,8,9,실외,종교/역사/전통
TH03,192,19209,4827051000,(밀양)영남루,128.754203,35.492096,9,10,실외,자연/힐링
TH05,193,19301,4827035001,(밀양)표충사,128.959754,35.533038,1,0,실외,종교/역사/전통
TH03,193,19302,4827035003,(밀양)재약산,128.979335,35.547565,2,2,실외,자연/힐링
TH03,193,19303,4827035003,(밀양)천황산,128.971502,35.557452,3,4,실외,자연/힐링
TH03,193,19304,4827035003,(밀양)얼음골,128.985792,35.58025,4,5,실외,자연/힐링
TH03,193,19305,3171039001,(울산)영축산,129.055,35.517,5,7,실외,자연/힐링
TH05,193,19306,4833034003,(양산)통도사,129.064256,35.487926,6,10,실외,종교/역사/전통
TH03,194,19401,4885025000,(하동)백사청송송림공원,127.750572,35.063647,1,0,실외,자연/힐링
TH05,194,19402,4885032001,(하동)평사리 최참판댁,127.688071,35.155594,2,2,실외,종교/역사/전통
TH06,194,19403,4885031000,(하동)화개장터,127.624377,35.187741,3,5,실외,쇼핑/놀이
TH05,194,19404,4885031002,(하동)쌍계사 ,127.642691,35.227134,4,7,실외,종교/역사/전통
TH05,194,19405,4885031003,(하동)칠불사,127.607395,35.283396,5,10,실외,종교/역사/전통
TH03,195,19501,4886036003,(산청)지리산천왕봉,127.731304,35.336412,1,0,실외,자연/힐링
TH03,195,19502,4886035001,(산청)대원사계곡,127.807673,35.355166,2,3,실외,자연/힐링
TH04,195,19503,4886025000,(산청)경호강래프팅,127.866499,35.41103,3,6,실외,캠핑/스포츠
TH05,195,19504,4886037001,(산청)성철대종사생가(터),127.968145,35.279455,4,9,실외,종교/역사/전통
TH05,196,19601,4812755000,(창원)국립 3.15묘지,128.593968,35.252027,1,0,실외,종교/역사/전통
TH02,196,19602,4873035001,(함안)칠서정수장 ,128.487144,35.372015,2,1,실외,체험/학습/산업
TH05,196,19603,4812555000,(창원)마산시립박물관/문신미술관,128.569165,35.205558,3,2,실내,종교/역사/전통
TH02,196,19604,4812500000,(창원)환경시설사업소,128.570287,35.134166,4,5,실외,체험/학습/산업
TH03,196,19605,4812551000,(창원)돝섬해상유원지,128.581474,35.178843,5,6,실외,자연/힐링
TH01,196,19606,4812555000,(창원)마산음악관,128.571906,35.19758,6,8,실내,문화/예술
TH06,196,19607,4812555000,(창원)어시장,128.574243,35.201975,7,9,실외,쇼핑/놀이
TH03,196,19608,4812555000,(창원)산호공원,128.580631,35.214153,8,10,실외,자연/힐링
TH02,196,19609,4812555000,(창원)자유무역지역,128.589381,35.211514,9,11,실외,체험/학습/산업
TH04,197,19701,4812155000,(창원)경륜장,128.667991,35.232107,1,0,실외,캠핑/스포츠
TH03,197,19702,4812125000,(창원)주남저수지,128.66987,35.313309,2,2,실외,자연/힐링
TH03,197,19703,4874042000,(창녕)부곡온천 ,128.587353,35.439026,3,5,실내,자연/힐링
TH03,197,19704,4889033001,(합천)가야산,128.117936,35.8221,4,8,실외,자연/힐링
TH05,198,19801,4887025002,(함양)함양향교,127.727202,35.529427,1,0,실외,종교/역사/전통
TH03,198,19802,4887031001,(함양)지리산,127.624841,35.343355,2,2,실외,자연/힐링
TH03,198,19803,4887031002,(함양)한신계곡,127.679323,35.362619,3,5,실외,자연/힐링
TH03,198,19804,4887031000,(함양)칠선계곡,127.69671,35.389921,4,7,실외,자연/힐링
TH03,198,19805,4887031000,(함양)용유담,127.710964,35.411391,5,10,실외,자연/힐링
TH02,199,19901,4822033001,(통영)가오치선착장,128.314088,34.908356,1,0,실외,체험/학습/산업
TH03,199,19902,4822037001,(통영)사량도 옥녀봉,128.197288,34.849411,2,1,실외,자연/힐링
TH03,199,19903,4822025000,(통영)미륵산,128.416324,34.810503,3,5,실외,자연/힐링
TH02,199,19904,4822059000,(통영)통영운하,128.404784,34.832041,4,6,실외,체험/학습/산업
TH02,199,19905,4822059000,(통영)해저터널,128.409943,34.834511,5,8,실외,체험/학습/산업
TH03,199,19906,4822059000,(통영)남망산공원,128.429794,34.841194,6,9,실외,자연/힐링
TH03,199,19907,4822059000,(통영)망일봉,128.439722,34.848611,7,10,실외,자연/힐링
TH03,200,20001,4817037001,(진주)경상남도 수목원,128.294293,35.159651,1,0,실외,자연/힐링
TH05,200,20002,4817031000,(진주)진주성,128.076013,35.188478,2,2,실외,종교/역사/전통
TH03,200,20003,4817031001,(진주)진양호/일주도로,128.027493,35.170518,3,4,실외,자연/힐링
TH05,200,20004,4817038001,(진주)우곡정,128.262173,35.190825,4,6,실외,종교/역사/전통
TH03,200,20005,4817041001,(진주)월아산,128.190057,35.191648,5,8,실외,자연/힐링
TH01,200,20006,4817031000,(진주)경상남도 문화예술회관,128.092036,35.186726,6,10,실내,문화/예술
TH03,201,20101,4822031001,(통영)거제대교,128.4739,34.884023,1,0,실외,자연/힐링
TH03,201,20102,4831058000,(거제)계룡산,128.607984,34.871357,2,1,실외,자연/힐링
TH05,201,20103,4831058000,(거제)포로수용소 유적공원,128.624275,34.875804,3,2,실외,종교/역사/전통
TH03,201,20104,4831032001,(거제)자연휴양림,128.626103,34.783589,4,3,실외,자연/힐링
TH01,201,20105,4831032000,(거제)거제자연예술랜드,128.623992,34.815593,5,4,실외,문화/예술
TH03,201,20106,4831033002,(거제)해금강,128.6735,34.737714,6,5,실외,자연/힐링
TH03,201,20107,4831031005,(거제)외도해상농원,128.71202,34.769069,7,6,실외,자연/힐링
TH03,201,20108,4831031003,(거제)구조라 ,128.694579,34.806145,8,8,실외,자연/힐링
TH05,201,20109,4831031004,(거제)거제어촌민속전시관,128.701906,34.833729,9,9,실내,종교/역사/전통
TH03,201,20110,4831051000,(거제)옥포대첩기념공원,128.713988,34.899859,10,9,실외,자연/힐링
TH03,201,20111,4831039001,(거제)송진포,128.692669,35.008453,11,11,실외,자연/힐링
TH03,202,20201,4885031004,(하동)삼성궁,127.701606,35.241947,1,0,실외,자연/힐링
TH02,202,20202,4885031002,(하동)삼신녹차마을,127.637556,35.210221,2,1,실외,체험/학습/산업
TH05,202,20203,4885031002,(하동)쌍계사 ,127.642691,35.227134,3,2,실외,종교/역사/전통
TH02,202,20204,4885032001,(하동)대축마을,127.703352,35.14479,4,3,실외,체험/학습/산업
TH05,202,20205,4885032001,(하동)평사리 최참판댁,127.688079,35.155582,5,4,실외,종교/역사/전통
TH02,202,20206,4885036000,(하동)대도마을,127.831418,34.932358,6,5,실외,체험/학습/산업
TH05,202,20207,4885036003,(하동)경충사,127.895928,34.983657,7,7,실외,종교/역사/전통
TH02,202,20208,4885037000,(하동)사기아름마을,127.887166,35.033835,8,8,실외,체험/학습/산업
TH02,202,20209,4885041000,(하동)옥종딸기마을,127.929416,35.163841,9,9,실외,체험/학습/산업
TH03,202,20210,4885040002,(하동)청학동계곡,127.763364,35.210932,10,11,실외,자연/힐링
TH03,203,20301,4887025002,(함양)상림공원,127.71976,35.524045,1,0,실외,자연/힐링
TH05,203,20302,4887025002,(함양)정여창고택 ,127.768624,35.56636,2,2,실외,종교/역사/전통
TH05,203,20303,4887035002,(함양)옥계신도비,127.743303,35.572172,3,4,실외,종교/역사/전통
TH05,203,20304,4887036000,(함양)허삼둘가옥,127.811281,35.628666,4,6,실외,종교/역사/전통
TH05,203,20305,4887025003,(함양)청계서원,127.78311,35.549686,5,8,실외,종교/역사/전통
TH05,203,20306,4887025003,(함양)남계서원,127.785869,35.540468,6,10,실외,종교/역사/전통
TH05,60,6001,1111054000,(서울)아리랑고개,127.014023,37.60081,1,0,실외,종교/역사/전통
TH05,60,6002,1111054000,(서울)창신동 백남준생가 터,127.013521,37.572819,2,1,실외,종교/역사/전통
TH05,60,6003,1111054000,(서울)박수근 집&작업실,127.015561,37.571042,3,3,실외,종교/역사/전통
TH01,60,6004,1123060000,(서울)답십리고미술상가,127.050227,37.570533,4,4,실외,문화/예술
TH05,61,6101,1111058000,(서울)홍난파 가옥,126.96509,37.571652,1,0,실외,종교/역사/전통
TH02,61,6102,1111053000,(서울)새문길 박물관거리,126.97053,37.570132,2,1,실외,체험/학습/산업
TH05,61,6103,1114052000,(서울)정동길,126.972368,37.56584,3,2,실외,종교/역사/전통
TH01,61,6104,1114052000,(서울)서울시립미술관,126.974677,37.564262,4,3,실내,문화/예술
TH01,61,6105,1114052000,(서울)덕수궁미술관,126.973743,37.565885,5,4,실내,문화/예술
TH01,62,6201,1171056601,(서울)소마미술관,127.118238,37.516683,1,0,실내,문화/예술
TH01,62,6202,1159060500,(서울)예술의 전당 & 한가람미술관,127.011243,37.478796,2,2,실내,문화/예술
TH01,62,6203,1165066000,(과천)국립현대미술관 과천관,127.020025,37.431037,3,4,실내,문화/예술
TH01,63,6301,1111053000,(서울)세종문화회관,126.975888,37.572353,1,0,실내,문화/예술
TH05,63,6302,1111061500,(서울)대한민국역사박물관,126.978088,37.57387,2,1,실내,종교/역사/전통
TH01,63,6303,1111054000,(서울)삼청동 갤러리 거리,126.979994,37.580411,3,3,실외,문화/예술
TH01,63,6304,1111054000,(서울)국립현대미술관 서울관,126.980691,37.578967,4,4,실내,문화/예술
TH01,64,6401,1114052000,(서울)삼성미술관 플라토,126.974947,37.56161,1,0,실내,문화/예술
TH05,64,6402,1114052000,(서울)문화역 서울284,126.971612,37.555835,2,1,실내,종교/역사/전통
TH05,64,6403,1117063000,(서울)국립중앙박물관,126.981058,37.523828,3,3,실내,종교/역사/전통
TH05,15,1501,4476025000,(부여)국립부여박물관,126.918964,36.276383,1,0,실내,종교/역사/전통
TH05,15,1502,4476025000,(부여)정림사지,126.914082,36.278971,2,3,실외,종교/역사/전통
TH04,15,1503,4476038000,(부여)시우리 캠핑장,126.797895,36.207652,3,6,실외,캠핑/스포츠
TH05,15,1504,4476025000,(부여)부소산성,126.914872,36.284745,4,9,실외,종교/역사/전통
TH01,16,1601,4276034000,(평창)이효석문화마을,128.376508,37.607249,1,0,실외,문화/예술
TH03,16,1602,4276034002,(평창)허브나라 농원,128.338838,37.639162,2,3,실내,자연/힐링
TH04,16,1603,4276034004,(평창)마가리캠핑장,128.36956,37.645712,3,6,실외,캠핑/스포츠
TH03,16,1604,4276034001,(평창)흥정계곡,128.349307,37.624664,4,9,실외,자연/힐링
TH03,17,1701,4182033002,(가평)아침고요수목원,127.352161,37.744063,1,0,실외,자연/힐링
TH04,17,1702,4182025000,(가평)자라섬오토캠핑장,127.520659,37.819819,2,4,실외,캠핑/스포츠
TH03,17,1703,4182025000,(가평)남이섬,127.525542,37.791354,3,8,실외,자연/힐링
TH03,18,1801,4482525302,(태안)삼봉해수욕장,126.315394,36.570034,1,0,실외,자연/힐링
TH03,18,1802,4482525002,(태안)꽃지해수욕장,126.3352,36.496932,2,1,실외,자연/힐링
TH03,18,1803,4482525002,(태안)안면도자연휴양림,126.360336,36.49721,3,3,실외,자연/힐링
TH04,18,1804,4482532000,(태안)홀리데이파크 캠핑카라반,126.280468,36.674976,4,5,실외,캠핑/스포츠
TH03,18,1805,4482532002,(태안)팜카밀레허브농원,126.282504,36.68732,5,8,실외,자연/힐링
TH05,18,1806,4482533001,(태안)안흥성,126.156289,36.682582,6,10,실외,종교/역사/전통
TH03,19,1901,4482525000,(태안)백화산,126.302557,36.767482,1,0,실외,자연/힐링
TH03,19,1902,4482535001,(태안)신두리해안사구 ,126.194843,36.844331,2,2,실외,자연/힐링
TH04,19,1903,4482535002,(태안)학암포오토캠핑장,126.207507,36.897186,3,5,실외,캠핑/스포츠
TH03,19,1904,4482534002,(태안)구름포해수욕장,126.153514,36.837109,4,7,실외,자연/힐링
TH03,19,1905,4482534001,(태안)천리포수목원,126.149608,36.798754,5,10,실외,자연/힐링
TH05,20,2001,4413136000,(천안)유관순열사 유적지 ,127.307462,36.759638,1,0,실외,종교/역사/전통
TH06,20,2002,4413136000,(천안)병천순대 거리,127.298417,36.760578,2,3,실외,쇼핑/놀이
TH04,20,2003,4413125000,(천안)아우내오토캠핑장,127.340702,36.821801,3,5,실외,캠핑/스포츠
TH05,20,2004,4415037001,(천안)광덕사,127.041916,36.675722,4,8,실외,종교/역사/전통
TH05,21,2101,4481039000,(예산)추사 고택,126.798648,36.746798,1,0,실외,종교/역사/전통
TH03,21,2102,4481035002,(예산)예당 관광지,126.799423,36.638072,2,1,실외,자연/힐링
TH02,21,2103,4481033002,(예산)의좋은 형제공원,126.791986,36.606732,3,3,실외,체험/학습/산업
TH03,21,2104,4481033002,(예산)봉수산 자연휴양림,126.78253,36.59888,4,4,실외,자연/힐링
TH05,21,2105,4481033002,(예산)임존성,126.77554,36.592368,5,5,실외,종교/역사/전통
TH04,21,2106,4481033002,(예산)예당저수지야영장,126.802179,36.629007,6,6,실외,캠핑/스포츠
TH05,204,20401,4825052000,(김해)수로왕릉,128.878365,35.235306,1,0,실외,종교/역사/전통
TH05,204,20402,4825052000,(김해)봉황동 유적,128.876117,35.230533,2,1,실외,종교/역사/전통
TH05,204,20403,4825055000,(김해)대성동 고분군,128.874185,35.236682,3,2,실외,종교/역사/전통
TH05,204,20404,4825055000,(김해)국립김해박물관,128.873502,35.242827,4,3,실내,종교/역사/전통
TH05,204,20405,4825055000,(김해)수로왕비릉,128.877647,35.243783,5,3,실외,종교/역사/전통
TH02,204,20406,4825037000,(김해)대동 화훼단지,128.981189,35.241498,6,4,실외,체험/학습/산업
TH03,204,20407,4825035000,(김해)무척산,128.870543,35.340732,7,6,실외,자연/힐링
TH02,204,20408,4825033000,(김해)가동마을,128.76497,35.338357,8,7,실외,체험/학습/산업
TH02,204,20409,4825033000,(김해)진례 도예체험,128.747734,35.249072,9,8,실외,체험/학습/산업
TH02,204,20410,4825056500,(김해)칠산참외마을,128.850523,35.20502,10,10,실외,체험/학습/산업
TH02,204,20411,4825000004,(김해)김해천문대,128.887704,35.252994,11,11,실외,체험/학습/산업
TH03,205,20501,4812951000,(창원)장복산공원,128.660458,35.171048,1,0,실외,자연/힐링
TH02,205,20502,4812951000,(창원)내수면양식연구소,128.658588,35.159286,2,1,실내,체험/학습/산업
TH05,205,20503,4812951000,(창원)북원로타리(이충무공동상),128.656043,35.15355,3,3,실외,종교/역사/전통
TH03,205,20504,4812951000,(창원)중원로타리,128.660015,35.149634,4,4,실외,자연/힐링
TH05,205,20505,4812951000,(창원)해군 사관학교박물관,128.658366,35.14402,5,6,실내,종교/역사/전통
TH03,205,20506,4812952000,(창원)제황산공원,128.664959,35.148606,6,7,실외,자연/힐링
TH02,205,20507,4812961000,(창원)에너지환경과학공원,128.690595,35.142635,7,9,실외,체험/학습/산업
TH03,205,20508,4812963000,(창원)수치해안,128.703392,35.105912,8,10,실외,자연/힐링
TH03,206,20601,4833034004,(양산)내원사계곡,129.098395,35.436219,1,0,실외,자연/힐링
TH05,206,20602,4833034004,(양산)내원사,129.104434,35.424186,2,2,실외,종교/역사/전통
TH05,206,20603,4833034004,(양산)노전암,129.113164,35.440548,3,5,실외,종교/역사/전통
TH03,206,20604,4833034000,(양산)도자기공원,129.080679,35.450449,4,7,실외,자연/힐링
TH06,206,20605,4833034005,(양산)통도환타지아,129.082992,35.49776,5,9,실외,쇼핑/놀이
TH03,207,20701,4874025000,(창녕)만옥정 공원,128.50204,35.540804,1,0,실외,자연/힐링
TH03,207,20702,4874038000,(창녕)영산호국공원,128.530991,35.45329,2,1,실외,자연/힐링
TH05,207,20703,4874040001,(창녕)망우정,128.513708,35.40168,3,2,실외,종교/역사/전통
TH05,207,20704,4874025301,(창녕)박진전쟁 기념관,128.386245,35.447935,4,3,실내,종교/역사/전통
TH05,207,20705,4812555000,(창원)마산시립박물관/문신미술관,128.569165,35.205558,5,4,실내,종교/역사/전통
TH03,207,20706,4812555000,(창원)서원곡유원지,128.556742,35.20936,6,6,실외,자연/힐링
TH05,207,20707,4812555000,(창원)관해정,128.561712,35.211256,7,7,실외,종교/역사/전통
TH05,207,20708,4812755000,(마산)합포성지,128.583488,35.24393,8,8,실외,종교/역사/전통
TH06,207,20709,4812555000,(창원)어시장,128.574243,35.201975,9,9,실외,쇼핑/놀이
TH05,207,20710,4812555000,(창원)조두남기념관,128.576108,35.199965,10,10,실내,종교/역사/전통
TH05,207,20711,4812555000,(창원)몽고정,128.569098,35.203537,11,10,실외,종교/역사/전통
TH03,207,20712,4812551000,(창원)돝섬해상유원지,128.581474,35.178843,12,11,실외,자연/힐링
TH05,208,20801,4812555000,(창원)마산시립박물관/문신미술관,128.569165,35.205558,1,0,실내,종교/역사/전통
TH03,208,20802,4812555000,(창원)서원곡유원지,128.556742,35.20936,2,2,실외,자연/힐링
TH05,208,20803,4812555000,(창원)관해정,128.561712,35.211256,3,3,실외,종교/역사/전통
TH05,208,20804,4812755000,(마산)합포성지,128.583488,35.24393,4,4,실외,종교/역사/전통
TH03,208,20805,4812555000,(창원)산호공원,128.580753,35.214055,5,5,실외,자연/힐링
TH06,208,20806,4812555000,(창원)어시장,128.574243,35.201975,6,7,실외,쇼핑/놀이
